"Tue, Jul 18, 2017, 7:00 PM",Monthly Board Meeting,"Frontier Bonding Service, LLC","155 NE 100th St Suite 201 · Seattle, WA","Board members, please RSVP for the board meeting to be sure we have a quorum. I'll also send out an agenda, hopefully this week, please let me know if you'd like something added."
"Sun, Jul 16, 2017, 8:30 AM",Far North Current Dive,Skyline Marina,"2011 Skyline Way · Anacortes, WA","0.8F >9:50AM > 0.5E - Fidalgo Head-Burrows Island between 0.5F > 10:20AM > 1.0E - Rosario Skyline dive. Meetup 8:30am, Splash 9:20am. Advanced dive with a long 200 yard swim. Potential poor visibility while in current possible (hopefully not) puts some challenge in keep buddy pairs intact. When it's good it's one of the best invert shore dives in the Sound, lots of color and great things to see. Possibilities for candy stripe shrimp, PS King Crab, juv. wolf eels, and GPO. Divers should have a cutting tool and be aware of fishing line. The path along the shore is used by fisherman. With the complexity of the bottom and the poor viz, especially in the shallower areas, running into line is a real possibility. Parking can be a big issue, more in the summer. I strongly suggest carpooling, which helps with the longer drive also. No facilities on site -stop in Anacortes or nearby Washington Park before coming over. Debriefing in Anacortes after the dive; Brown Lantern, Rockfish, or the Bowling Alley depending on how busy things are. Fritz 206-525-0736 home 206-370-4720 cell"
"Sat, Jul 15, 2017, 8:45 AM",Down South 2 Tank Dive,Redondo Beach,"Redondo Beach Dr. S. & Redondo Way S. · Federal Way, WA","Redondo beach, two tank dive open to all skill levels. First dive 8:45AM meetup, Splash 9:30AM. Max tide is at 9:46AM @ 8.42ft. Second dive splash at 11:30AM. Parking readily available with showers and restroom."
"Thu, Jul 13, 2017, 6:30 PM",Down South 1 Tank Dive,Redondo Beach,"Redondo Beach Dr. S. & Redondo Way S. · Federal Way, WA","Redondo beach, one tank dive open to all skill levels. 6:30pm meetup, Splash 7pm. Max tide is at 9:28pm @12ft. Bring working Primary and secondary lights. Highly recommend tank light. Parking readily available with showers and restroom."
"Wed, Jul 12, 2017, 5:30 PM",July Meeting -- Picnic in the Park!,Woodland Park Shelter #4,"W. Green Lake Dr. N. · Seattle, WA","Hi all -- MBDC's July club meeting is a Picnic in the Park. No club business, just potluck dinner, conversation and a relaxing evening with your dive buddies. BRING: something to grill, something to share and whatever you want to drink. Seattle parks do not allow alcohol so plan accordingly. The club provides plates, forks, plastic cups and napkins. More info to follow as the date gets closer. See you in the park -- Andrea"
"Tue, Jul 11, 2017, 7:00 PM",Meeting Friends of Saltwater State Park,Saltwater State Park,"25205 8th Pl S · Des Moines, WA",Interested in Saltwater State Park? Help support watershed/marine stewardship and amenities for park patrons.
"Sat, Jul 8, 2017, 7:30 AM",Down South 2 Tank No Monkeying around Dive,Three Tree Point North,"SW 3 tree point LN and SW 170th St. Burien WA · Burien, WA","Three Tree 2 Tank Dive open to all skills. The currents and tides ""SUCK"" this weekend, so let get in and out and home early this day. 1st dive, Meetup 7:30am, Splash 8am. 2nd dive, Meetup 9am, Splash 10ish. Slack 12:20pm. Viz is slowly improving. Deeper it has been good. Good variety of critters to be found by all."
"Thu, Jul 6, 2017, 6:30 PM",Down South one tank dive,Three Tree Point North,"SW 3 tree point LN and SW 170th St. Burien WA · Burien, WA","Three Tree one tank dive open to all. Meetup 6:30pm, splash at 7pm. Max flood level is 11ft at 5:57pm. Bring working Primary and Secondary lights. Tank light highly recommended. Viz is slowly improving. Deeper it has been good. Good variety of critters to be found by all."
"Wed, Jul 5, 2017, 8:00 AM",Mid-week Boat Dive,Ocean Quest Dive Charters - Des Moines Marina,"22307 Dock Ave S. · Des Moines, WA","Our dive sites for July 5th (Happy Day After Independence Day) are Four Mile Rock Barges and Blake Island Reef. After you sign up on MeetUp, go to the Ocean Quest website to reserve and pay for your spot ($90 at oceanquestdivecharters.com) That is the ONLY way to guarantee your spot on the boat. We can take up to 8 people. Please note that both sites require divers to have experience in current, good buoyancy control, be able to ascend without reference, and able to use a DSMB. To ensure that everyone can ""get their money's worth"" from the dive, unless you are signing up with buddy who is okay with shorter dive times, you should be able to get 60 minutes from a tank. Four Mile Rock Barges are two 200 + foot long intact barges sitting aside of each other in approximately 90′ of water. These look more like ships than they typical square barge shape and offer a good introduction to wreck diving. They have been down for some time and have a great deal of marine life growing on them. Expect to see octopus, wolf eels, lingcod, warbonnets, and various macro life making homes in the barges. Blake Island Reef consists of man made structures (concrete slabs, boxes, and other debris) which encourage the attraction of marine life. These were barged in and deposited on a sandy/silt sea floor ranging in depths of 40′ to 100′ plus. The structures generally run parallel to the shore of Blake Island and are spread over a considerable distance which can accommodate multiple divers and boats. Questions? Let me know!"
"Mon, Jul 3, 2017, 9:00 AM",Monday AM Pre-Holiday Dive - North Sound,Mukilteo T-dock,"701 Front Street · Mukilteo, WA",Get ready for the 4th with a Monday AM dive at Mukilteo T-Dock. Viz has been great lately at GeoDome and deeper. Meet between 8:30 and 9:00AM and splash ~9:30.
"Sun, Jul 2, 2017, 12:00 PM",Far North Current Dive,Skyline Marina,"2011 Skyline Way · Anacortes, WA","0.7F >1:30aM > 0.4E - Fidalgo Head-Burrows Island between 0.4F > 2:02PM > 0.8E - Rosario Skyline dive. Meetup Noon, Splash 1pm. Advanced dive with a long 200 yard swim. Potential poor visibility while in current possible (hopefully not) puts some challenge in keep buddy pairs intact. When it's good it's one of the best invert shore dives in the Sound, lots of color and great things to see. Possibilities for candy stripe shrimp, PS King Crab, juv. wolf eels, and GPO. Divers should have a cutting tool and be aware of fishing line. The path along the shore is used by fisherman. With the complexity of the bottom and the poor viz, especially in the shallower areas, running into line is a real possibility. Parking can be a big issue, more in the summer. I strongly suggest carpooling, which helps with the longer drive also. No facilities on site -stop in Anacortes or nearby Washington Park before coming over. Debriefing in Anacortes after the dive; Brown Lantern, Rockfish, or the Bowling Alley depending on how busy things are. Fritz 206-525-0736 home 206-370-4720 cell"
"Wed, Jun 28, 2017, 8:00 PM",Alki Midweek Night Dive,Alki Junk Yard,"6400 Alki Ave. S.W. · Seattle, WA","Night dive at Alki Junkyard. Slack just after 10. Lets splash at 9ish, meetup at 8."
"Sat, Jun 24, 2017, 11:00 AM",Dive Planning Party,Josh's House,"6320 54th Ave NE · Seattle, WA","Hosting my first dive planning party! Potluck and BYOB. This is a great opportunity to socialize, learn about tides and currents, and actually plan a dive! This is also a great opportunity to bring any non-diving family members to meet and mingle. We'll have our BBQ available and, if needed, we have a large camp stove we can fire up as well. Even if you don't plan on hosting a dive, or are a newer diver, you should come. It's a great time to discuss diving, equipment recommendations, compass reading, current, night dives or anything else; such as the most recent Sounders game. And, if you do end up hosting a dive, remember that the club gives out air cards to dive hosts that meet minimum attendance and a bonus air card to new dive hosts. Feel free to call if there are any questions or you get lost! 206.588.6134"
"Sun, Jun 18, 2017, 10:30 AM",Keystone with Casey & Erika,Keystone Jetty,"12900 Hwy 20 · Coupville, WA",Copy Meetup
"Sun, Jun 18, 2017, 10:00 AM",Far North Current Dive,Skyline Marina,"2011 Skyline Way · Anacortes, WA","0.5F >11:30PM > 0.4E - Fidalgo Head-Burrows Island between 0.3F > 12PM > 0.9E - Rosario Skyline dive. Meetup 10AM, Splash 11am. Advanced dive with a long 200 yard swim. Potential poor visibility while in current possible (hopefully not) puts some challenge in keep buddy pairs intact. When it's good it's one of the best invert shore dives in the Sound, lots of color and great things to see. Possibilities for candy stripe shrimp, PS King Crab, juv. wolf eels, and GPO. Divers should have a cutting tool and be aware of fishing line. The path along the shore is used by fisherman. With the complexity of the bottom and the poor viz, especially in the shallower areas, running into line is a real possibility. Parking can be a big issue, more in the summer. I strongly suggest carpooling, which helps with the longer drive also. No facilities on site -stop in Anacortes or nearby Washington Park before coming over. Debriefing in Anacortes after the dive; Brown Lantern, Rockfish, or the Bowling Alley depending on how busy things are. Fritz 206-525-0736 home 206-370-4720 cell"
"Sat, Jun 17, 2017, 9:15 AM",Fox Island Dive,Fox Island East Wall,"1453 Ozette Drive Fi · Fox Island, WA","For experienced current divers, please. This is a current sensitive dive. The layered sandstone ledges I will focus on are south of the fishing pier at Fox Island Fishing Pier parking site. Ledges seem to be between 15 ft and 80ft. There is a restroom on site, and it's best park near them. There is no fee for parking at this site. You will also find a 15 stair steps and then 125 paces down a straight hill to the cobblestone beach. There are few logs on shore for staging and rigging your gear if you choose to do so at the water's edge. Expect less than a 50 foot swim to drop onto the wall. We'll be diving at slack before a -2.1 kt ebbing tide and coming from a 1.9 kn flood. Predicted slack is at 10:46am. So, meet at 9:15am and splash at 10:15 for an hour long dive. Then, there's plenty of time left in the day for whatever. If you're interested in finding Fox Island west wall (not current sensitive), bring an extra tank. Shorter walk; longer swim."
"Tue, Jun 13, 2017, 6:00 PM",Monthly Board Meeting,"Frontier Bonding Service, LLC","155 NE 100th St Suite 201 · Seattle, WA","Board members, please RSVP for the board meeting to be sure we have a quorum. I'll also send out an agenda, hopefully this week, please let me know if you'd like something added."
"Sat, Jun 10, 2017, 12:00 PM",SIFF film viewing,SIFF Cinema Uptown,511 Queen Anne Avenue North · Seattle,In case you might be interested... The Uptown Cinema is showing a film called Chasing Coral. It's a 90 minute film documenting the loss of coral habitat in our oceans and was completed by the same people that filmed to documentary Chasing Ice. Here's the website information https://www.siff.net/festival/chasing-coral . Showtime is noon.
"Sat, Jun 10, 2017, 10:00 AM",Beach clean up - Brackett's Landing (Edmonds u/w park),Edmonds Underwater Park.,"50 Railroad Ave · Edmonds, WA",Hey all - will be picking up trash along Brackett's Landing beach as part of Puget Soundkeeper program for 'Hour for the Ocean'. Bring some gloves and a trash bag and come join! More info here: http://www.pugetsoundkeeper.org/th_event/hour-ocean-cleanup-opportunities/ If this location isn't convenient for you - there's other beaches which are part of the program. Check out the website to see if one's close to you.
"Wed, Jun 7, 2017, 7:00 PM",Monthly Club Meeting,Sunset Hill Community Club,"3003 Northwest 66th Street · Seattle, WA",Billy Ball will be talking to us about his five years in Kona as a dive guide.
"Wed, Jun 7, 2017, 5:45 PM",Dinner before Wed meeting,Restaurante Michoacan,"8311 15th Ave NW · Seattle, WA","Casual dinner before the meeting for those who can make it. Probably 5:45 to 6 is best arrival to leave time for dinner and driving to meeting, just a few minutes away."
"Tue, Jun 6, 2017, 7:00 PM",Meeting Friends of Saltwater State Park,Saltwater State Park,"25205 8th Pl S · Des Moines, WA",Interested in Saltwater State Park? Help support watershed/marine stewardship and amenities for park patrons.
"Sat, Jun 3, 2017, 12:00 PM",South Sound ADVANCED Current Dive,Day Island Wall,"Day Island Blvd. W. 19 St. SW (cross Street) · Tacoma, WA","Advanced Current dive. Not suitable for gaining current experience. Day Island is a serious shore dive and needs to be treated as such. No rescue, no boat pickup. ""There is no try, you do or you don't do."" [Yoda] I haven't been to DIW in months so...lets go. Experienced DIW divers should be OK with this. 2.8 Flood > 2:30 PM slack > 2.2 Ebb - South Narrows substation Meetup 12 PM, splash ~ 1 PM This is a North entrance, south and back dive. The wall this direction gets deeper and farther from shore. There is the potential for some down and out current at the far south end. It will be a current dive. You will be in current for a good portion of the dive. Strong legs are good, a calm 'head' is more important. Swim out about 100 yards over a slowly sloping gravel bottom to a small wall. Drop onto the wall and head south. The farther south, the larger the wall, and the farther from shore. Exposure is significantly higher than going north. Limited Parking, no facilities, carpooling encouraged. Residential neighborhood and we want to keep our impact low and our presence minimal. Fritz 206-525-0736 home 206-370-4720 cell"
"Sat, Jun 3, 2017, 9:00 AM",LuJac's Dive Charter to Davidson Rock,Lu-Jac's Dive,"Skyline Marina · Anacortes, WA","I have 2 openings on a LuJac's dive charter to Davidson Rocks in the San Juans. (truth be told.... I miscounted the number of divers) This should be considered an advanced dive but should be an exceptional dive. Site Description: http://emeralddiving.com/davidson.html (http://emeralddiving.com/davidson.html) We meet at the boat in Skyline Marina located in Anacortes at 9:00 AM so we can load the gear and leave promptly by 9:30 AM. Expect to return about 4:00 PM. Lu-Jac's web site is http://www.lujacsquest.com (http://www.lujacsquest.com/) for more information and directions to the boat. The charter costs $90 for the two tank charter which includes breakfast snacks, lunch, coffee, tea and bottled water. This site selection is only based on the tides but the weather may dictate a different site but not to worry, Phil knows the San Juan’s and he has never disappointed me. The current sites we are planning to dive are...... Thank you,Bruce Brown 425 512-7457 Cell"
"Wed, May 31, 2017, 6:30 PM",Down South one tank dive,Three Tree Point North,"SW 3 tree point LN and SW 170th St. Burien WA · Burien, WA","Three Tree one tank dive. Open to all divers. meetup 6:15pm, splash 7pm. Viz has been poor these few days, but I'm hoping for an improvement. Bring working primary and secondary lights. Highly recommend carpooling. You can meet at the Safeway parking lot at SW 148th St and 1st Ave South. If not and if the parking lot is full at the dive site, then park on Maplewild Ave and hump your gear in. I anticipate other divers will be there earlier, since it is a Wednesday night."
"Tue, May 23, 2017, 7:30 PM",south sound evening dive,Three Tree North,"S.W. 170th Pl. · Burien, WA","All divers welcome to dive Three Tree this Tuesday. Due to parking limitations, this dive is limited to 8 participants. Come tour the slopes of Three Tree Point North. Plenty of hiding places for various critters. Surface to 40 feet down has been thick with plankton and algae, so it's pretty much night diving below. Second light and tank light needed. Carpooling encouraged. Meet at 7:30 and splash at 8pm. We'll exit the water at dusk."
"Sun, May 21, 2017, 8:15 AM",Cove 2 Sunday AM dive(s),Alki - Cove Two,"West Seattle · Seattle, WA","Alki Cove 2 morning dive(s) for all skill levels. Meet at 8:15am, splash at 9:00am (ebb tide). We'll see how many classes & people have descended on Cove 2 after our first dive before deciding on whether to do a second dive. Some divers will be staying within OW limits (less than 60 feet) on these dives, but everyone is welcome. If someone wants to dive deeper than 60 feet, I'd ask that you please bring/arrange for a buddy beforehand."
"Sat, May 20, 2017, 6:45 AM",2 tank 2 site southern dive,Day Island Wall,"Day Island Blvd. W. 19 St. SW (cross Street) · Tacoma, WA","Two site dive. 1st site DIW, -2.4E>8:28am>2.2F. Meetup 6:45am. 2nd dive at Saltwater park. Meetup 12pm, splash (approx.) 12:45pm. 1.9F>1:33pm>-2.0E You must be AOW, comfortable in current, able to deploy SMB in mid water to do Day Island. For Saltwater park it's open to all divers. This site can have a mind of it's own, so if you are not comfortable with the above skills, probably need to wait until you are. SWP requires park pass. Can purchase pass at gate (Kiosk). Those coming to Day Island, this will be a north entrance meetup consider carpooling if possible."
"Fri, May 19, 2017, 9:30 AM",High Current Dive - North,Deception Pass,"http://maps.google.com/maps?q=48.40444546987409,-122.64601516723633 · Seattle, WA","3.5 flood > 10:54 AM > 5.2 ebb: Meet 9:30 AM, Splash ~10:15-10:30. Timing is critical here. It's an early dive as most people will have to leave Seattle early. Traffic should be light though. This is a smaller exchange and suitable for divers ready for the next BIG step to high current for much of the dive. Experienced, advanced current divers only! NOT FOR LEARNING CURRENT DIVING. Once you start this dive you are absolutely committed. Don't even think about it unless you are very confident of your diving skills and current experience. If you have questions contact me. I don't like surprises on this dive. DP is a unique and spectacular dive, but it has the potential for high currents, whirlpools, severe up and down eddies, overhead boat traffic, fishing line, and seldom has even decent viz. Buddy separation can be an ever present issue and happens easily here. It is difficult re-connect once separated, which can happen rapidly, and is not uncommon. For your risk and effort you get an invertebrate dive that is unlike any other in Puget Sound. It is colorful and spectacular. 150-200 yard walk to the water with a medium hill. Good parking, restroom on site. Discover Pass required. Randy 206-387-6749 cell"
"Fri, May 19, 2017, 8:30 AM",Morning two tank dive,Saltwater State Park,"25205 8th Pl S · Des Moines, WA","Saltwater State Park tides: 5.4 at 7:03am to 7.6 at 11:47am to 1.9 at 6:02pm Planned meet 8:30am, splash 9/9:15 get out 10:30, splash #2 around 11:30 to 12. A good day to dive all day here at Saltwater. This is more of a big critter site consisting of three rock reefs. There is a very long swim out to the site itself (about 300m each way) and you should be comfortable going down to 70-80 feet as the reefs don't really start till around 50 feet. Chances of seeing wolf eel, octopus, tons of rockfish - including Vermillions - and the largest lingcod this side of Edmonds. A discovery pass is required, cost 35$/year avaliable on site via automated kiosk or at the discover pass site ( http://www.discoverpass.wa.gov/ ) If you plan to dive the 2nd tank with us please be aware that the estimate for the 2nd splash is very rough as swimming speeds getting to/from the site vary considerably."
"Wed, May 17, 2017, 7:00 PM",Sound Conversation at the Seattle Aquarium,Seattle Aquarium,"1483 Alaskan Way, Pier 59 · Seattle, WA","Michael Werner, producer of the PBS Wildlife Detectives documentary ""Mystery Sharks of Seattle"", will be discussing the making of the film. For more information ... http://www.seattleaquarium.org/sound-conversations"
"Sat, May 13, 2017, 12:15 PM",Down South 1 Tank Dive,Three Tree North,"S.W. 170th Pl. · Burien, WA","I had posted this dive earlier, but remembered it was the day we celebrate Mother's Day, but wife let me off the hook, so the dive is back on. Three Tree one tank dive for all skill levels. For the new members don't worry, you will be matched up with a buddy. Meetup 12:15pm, splash 1:15 with slack at 1:40pm. I will also do an earlier non-hosted dive. You can join me, but bring a buddy. Meetup 10:15am, splash at 11am. Highly recommend carpooling. You can meet at the Safeway parking lot at SW 148th St and 1st Ave South. If not and if the parking lot is full at the dive site, then park on Maplewild Ave and hump your gear in. Won't be able to join you for cocktails after the dive, but no reason you guys can't go."
"Tue, May 9, 2017, 6:00 PM",Monthly Board Meeting,"Frontier Bonding Service, LLC","155 NE 100th St Suite 201 · Seattle, WA","Board members, please RSVP for the board meeting to be sure we have a quorum. I'll also send out an agenda, hopefully this week, please let me know if you'd like something added."
"Sat, May 6, 2017, 1:30 PM",Far North Current Dive,Skyline Marina,"2011 Skyline Way · Anacortes, WA","1.1F >3:13PM > 0.7E - Fidalgo Head-Burrows Island between 0.7F > 3:45PM > 1.4E - Rosario Strait Skyline dive. Meetup 1:30PM, Splash 2:45pm. 2nd Skyline of the season. Hopefully warming up, critters out, and viz up. We'll see. Advanced dive with a long 200 yard swim. Potential poor visibility while in current possible (hopefully not) puts some challenge in keep buddy pairs intact. When it's good it's one of the best invert shore dives in the Sound, lots of color and great things to see. Possibilities for candy stripe shrimp, PS King Crab, juv. wolf eels, and GPO. Divers should have a cutting tool and be aware of fishing line. The path along the shore is used by fisherman. With the complexity of the bottom and the poor viz, especially in the shallower areas, running into line is a real possibility. Parking can be a big issue, less so in the winter months. I strongly suggest carpooling, which helps with the longer drive also. No facilities on site -stop in Anacortes or nearby Washington Park before coming over. Debriefing in Anacortes after the dive; Brown Lantern, Rockfish, or the Bowling Alley depending on how busy things are. Fritz 206-525-0736 home 206-370-4720 cell"
"Sat, May 6, 2017, 7:30 AM",Diamond Knot- Wreck Dive,Port Angeles Marine,"832 W Boathaven Dr, , WA · Port Angeles, WA","--- Only 2 seats available --- This is a Moss Bay Dive and looking to fill the last 2 seat. Off the Dock: 7:30am 2 dives Skill Level: Advanced Divers, comfortable in current Required to Dive: Surface Marker & Dive Alert / Noise Maker Cost: $150 per person, ""Payment in advance is required"" Due upon sign-up. Checks payable to: NW Dive Charters Send Deposit Checks to: ""seat not confirmed until payment is received"" Randy Koch, Diamond Knot 11659 104th Ave NE Kirkland, WA 98034 The Diamond Knot has achieved the status of legend amongst divers in the Pacific Northwest, as one of the most difficult, yet rewarding dives in the cold waters off of Washington State. The massive 326 foot wreck lies off of tongue point in the current swept Straits of Juan de Fuca, where it sank in 1947 after colliding in the fog with the SS Fen Victory. When she went to the bottom, she carried 154,000 cases of Alaskan canned salmon with her. The cargo was then valued at over four million dollars and represented ten percent of the Alaska salmon catch that year! For divers, the nutrient rich currents can be tricky, but oh so rewarding when you time the tides and weather right and drop down the line to the Knot. Every square inch of her massive structure is covered with huge billowy white Metridium Anemones. Warbonnets and Wolf eels slither across the decks and companionways in search of their next meal. Huge schools of Black and Yellowtail rockfish duck out of the current behind bits of the wreckage, along with an occasional Canary or colorful China rockfish. The back section of the wreck is most often visited by divers and is the shallower section of the ship, which lies on its starboard side. The wheelhouse, lifeboat winches and much of the aft deck structure are still in place and are covered with colorful sponges and spectacular marine growth. The forward section of the shipwreck is rarely visited, but just as rewarding. Large wolf eels and octopus are found throughout the wreckage along with many colorful grunt sculpins and gunnels. The wreck was salvaged in 1947 for its cargo of canned salmon, using an innovative water vacuum to suck up the cans. Large holes were cut in the side of the ship to access the cargo holds, which eventually caused the middle section of the wreck to collapse. This makes navigating from the front section of the ship to the stern section a “leap of faith” across a rubble strewn field that is scattered about the bottom of the Straits of Juan de Fuca. The Diamond Knot isn’t really that deep. The port side of the hull on the aft section is only about 80’ deep, which the bottom only about 125’ deep. What makes the Diamond Knot so alluring for divers is the 60 years of growth, and the extremely challenging conditions that divers can face when diving this magnificent site. The surface conditions in the Straits are often very choppy on top of a large ocean swell coming in from the Pacific Ocean. Add to that a fickle, but strong current that frequently changes direction, and you’ll understand why the wreck is considered a very advanced dive. When you time the currents and weather just right, dropping down onto the deck of the Diamond Knot is a dream dive. There is so much color and life to see everywhere you look. The history of the salvage and the amazing hard hat divers that worked the ship pervades the ghost like appearance of the remaining structure. Leaving the ship at the end of your dive is hard to do and very sad. There is almost always some current on the wreck, and you’ll find yourself hiding out in the lee of a piece of wreckage, admiring a vase sponge or warbonnet. Suddenly, the current will swap directions and shoot you up over the hull and out into the emerald green waters of the straits. This can happen very fast and catches even the most experienced divers by surprise. I know several divers that made a free ascent in green water after being blown off of the wreck, and have then spent several hours drifting in the Straits of Juan de Fuca, waiting for the boat to pick then up. The boat often can’t see them drifting away due to the very rough surface conditions that frequent this site. Drifting in the straits all alone isn’t the best way to spend an afternoon, and even the large nine foot tall surface marker buoys can often be very hard to spot in the large swell and chop that seem to come up so quickly."
"Wed, May 3, 2017, 7:00 PM",Monthly Club Meeting,Sunset Hill Community Club,"3003 Northwest 66th Street · Seattle, WA","Soren Huber will be giving a presentation on the Pacific sand lance, an ecologically and economically valuable forage fish consumed by larger fish, sea birds, and mammals. We have been locating and measuring Pacific sand lance in the San Juan archipelago, looking for annual and seasonal trends and characterizing the population over time."
"Wed, May 3, 2017, 8:00 AM",Mid-week Boat Dive,This Meetup is past,Ocean Quest Dive Charters - Des Moines Marina,"Our dive sites for May 3rd are Sunrise Reef and Salt Water State Park (no long treks up and down hills or long surface swims!) After you sign up on MeetUp, go to the Ocean Quest website to reserve and pay for your spot ($90 at oceanquestdivecharters.com) That is the ONLY way to guarantee your spot on the boat. We can take up to 8 people. You should have good buoyancy control, be able to ascend without reference, and able to use a DSMB. There is possibility of some current at Sunrise Reef. To ensure that everyone can ""get their money's worth"" from the dive, unless you are signing up with buddy who is okay with shorter dive times, you should be able to get 60 minutes from a tank. Questions? Let me know!"
"Tue, May 2, 2017, 7:00 PM",Meeting Friends of Saltwater State Park,Saltwater State Park,"25205 8th Pl S · Des Moines, WA",Interested in Saltwater State Park? Help support watershed/marine stewardship and amenities for park patrons.
"Fri, Apr 28, 2017, 7:45 PM",Southern Night Dive (and possibly earlier),Redondo Beach,"Redondo Beach Dr. S. & Redondo Way S. · Federal Way, WA","Sunset at 8:17 pm, and all the critters should come out and play. We'll plan to splash around the time the sun hits the horizon. Meet up either in the free spots or, more likely if the weather is good, the pay lot here at Redondo. This is a very beginner friendly site but as this is a night dive either prior night dive experience or you should have dove Redondo before recently*. Primary and backup lights required, tank light recommended. *if any newer member hasn't done Redondo or prior night dives please let me know when signing up and we can meet early and do a daylight dive before the night dive. Frequently not much to see here during daylight hours though."
"Fri, Apr 28, 2017, 8:00 AM",Friday AM North End Slacker Dive,Bruce Higgins Underwater Trails (Edmonds Underwater Park),"Main St & Railroad Av · Edmonds, WA","Start the day with an AM dive. Weather is supposed to be great. Big exchange this morning, but Edmonds is generally not current sensitive, and we can adjust route accordingly if there is current. The big fish are back to being docile. If we meet at 8AM, splash ~8:45. Please RSVP and reply or message with questions, etc."
"Wed, Apr 26, 2017, 7:00 PM",Down South 1 Tank Dive,Three Tree Point North,"SW 3 tree point LN and SW 170th St. Burien WA · Burien, WA","One tank Three Tree night dive. open to all. meetup 7pm, splash at 8pm. Bring working primary and secondary lights. Highly recommend tank light. I can do an early ""none hosted"" dive if anyone is interested. 5pm meet, 5:30splash."
"Sun, Apr 23, 2017, 10:00 AM","Madrona Park Wall, Lake Washington, Fresh Water Dive",Madrona Beach,"853 Lake Washington Blvd · Seattle, WA","Let's do something different: fresh water wall dive in Lake Washington. Note: this is a wall dive, the wall goes all the way down to 190 ft, so you should have good buoyancy control, you should have experience with wall dives. Also, remember that for fresh water you must reduce your weight by 5-6 lbs. Visibility may be poor, so close cooperation with your dive buddy is a must, good dive torch is necessary and tank a tank flashing light is strongly recommended. Let's meet at 10 a.m., splash at ~10:40. We can potentially do two tanks if you're interested. Access: Shore dive from the beach. Parking: Park on the north side of the park. Amenities: Bathrooms Attractions: Great Rock Formations, and good crawdad hunting. Details: Swim out past the south swim platform and drop 20', then head due west down the slope to 30' where you will hit the top of the wall. Wall drops straight to 190'. Depth 30-190 feet More information on the dive: https://www.planyourdive.com/map/sites/746/Madrona%20Park%20Wall/"
"Sun, Apr 23, 2017, 8:00 AM",South Whidbey Is Double Dive,Possession Point Fingers,"Nearest address: 8343 S Franklin Rd, Clinton, WA 98236 · Clinton, WA",Cancelled Due to no permit for beach access!
"Sat, Apr 22, 2017, 1:30 PM",Earth Day Celibration! Join in on the dive and other activities.,Saltwater State Park,"25205 8th Pl S · Des Moines, WA",Organizer tools
"Sat, Apr 22, 2017, 12:30 PM",Fox Island Dive,Fox Island East Wall,"1453 Ozette Drive Fi · Fox Island, WA","For experienced current divers, please. This is a current sensitive dive. The layered sandstone ledges I will focus on are south of the fishing pier at Fox Island Fishing Pier parking site. Ledges seem to be between 15 ft and 80ft. There is a restroom on site. You will also find a 15 stair steps and then 125 paces down a straight hill to the cobblestone beach. There are few logs on shore for staging and rigging your gear if you choose to do so at the water's edge. We'll be diving at slack before an ebbing tide with max current adjacent on either side at around 2.2 knots. Predicted slack is 2:10pm. So, meet at 12:30 pm and splash at 1:40ish for an hour long dive."
"Thu, Apr 20, 2017, 9:45 AM",Northern Extreme Current Dive,"Deception Pass State Park, North Beach","41020 State Route 20, · Oak Harbor, WA","The Grand Daddy of all Washington Shore Dives, Deception Pass State Park. This site has walls full of colors that compare with any in the world. Meet time 9:45am, be ready to enter the water by 10:45am (better to wait then be late). Slack is predicted for 11:29am. State Park Discovery Pass or $10 day fee required per vehicle. ADVANCED DIVERS ONLY WITH RECENT EXPERIENCE DIVING CURRENT. Please note, advanced diver for this dive site does not simply mean Advanced Diver certification. This is one of the most challenging dives in Washington, you should have experience with high current, updrafts and downdrafts, limited visibility and excellent buoyancy control."
"Thu, Apr 20, 2017, 6:30 AM",Early early morning current dive,Day Island Wall,"Day Island Blvd. W. 19 St. SW (cross Street) · Tacoma, WA","2.14E -> 8:04am -> 1.75F Splash 7:15. Dive in hopefully mild current. This is the north entrance going north profile, the easiest day island profile on what looks to be a very mild current exchange. Con - you'll have to be a real early riser...or still up from the night before. Recommended to have some experience in current, preferably at day island. If you haven't done day island before please message me before (or at least when) signing up. Note: You may be noticing the splash time seems slightly off. This is because the current table for South Narrows Midstream changed recently, it seems to be showing slack occurring 12 minutes earlier than the 'old' tables with the known correction factors - and dives using the old tables/factors still work fine. Hence the slightly different correction."
"Wed, Apr 19, 2017, 8:00 AM","Seattle Aquarium's third Octopus Symposium & Workshop: Apr. 19, 8-5",Seattle Aquarium,"1483 Alaskan Way, Pier 59 · Seattle, WA","This is an ""FYI"" notification to Marker Buoy members who might be interested in attending. This event highlights current research about octopus species by researchers from around the world. The workshop will feature several papers and round-table discussions about octopus husbandry, biology, ecology, and behavior. Early-Bird Registration (thru March 17) is $75. The event will be at the Seattle Aquarium, April 19, 2017, 8 AM - 5 PM. More information and online registration is available on the Seattle Aquarium website, see ""Aquarium Events."" If you have questions about the Octopus Workshop, please call the aquarium's workshop production manager Becky Bingham at b.bingham@seattleaquarium.org or by phone at (206) 423-3119. I have attended the first two Octopus Symposium & Workshops and have found them very worthwhile. Carl Baird"
